409	567	8	2	26
274	200	0	6	0
101	45	10	1	12
932	1195	7	2	13
632	1735	0	6	0
326	135	8	2	75
386	721	0	3	1
332	387	9	2	13
985	996	8	2	34
219	226	8	3	1
866	195	0	6	0
326	1735	6	3	319
342	156	0	6	0
123	1908	6	2	1
257	1726	7	2	12
577	937	6	2	1
371	61	5	2	26
740	1222	0	1	0
995	245	0	6	0
719	468	0	2	1
55	297	0	1	0
331	43	8	2	1
224	527	7	2	276
367	1369	0	2	1
181	527	6	2	276
55	100	0	1	0
607	1117	0	2	1
636	170	4	2	101
60	914	0	6	0
870	1451	0	6	0
459	1563	0	6	0
878	1254	7	2	114
877	22	0	3	23
845	120	10	2	26
60	79	0	2	24
639	1953	8	2	9
936	68	5	2	23
255	269	0	2	366
185	637	6	2	16
202	1807	0	1	0
153	119	8	2	13
936	1401	5	2	6
135	249	0	6	0
160	874	7	2	51
235	237	0	4	1
101	384	8	4	2
98	437	0	2	1
400	355	0	2	24
716	1527	6	2	1
522	232	10	2	70
890	1707	7	2	51
757	1698	0	6	0
931	249	7	2	167
12	565	10	2	1
925	924	0	2	47
992	335	9	2	26
53	249	10	2	167
709	226	9	2	13
285	191	6	2	1
811	269	0	1	32
714	1632	0	2	2
902	339	0	2	13
716	966	7	3	30
999	392	0	3	8
147	145	0	6	0
820	120	0	6	0
884	366	6	1	1
969	185	0	1	0
147	1837	9	2	12
358	383	0	6	0
297	31	6	2	1
932	1555	0	4	6
549	1840	10	2	12
728	1829	5	2	1
60	134	0	6	0
573	905	7	2	1
53	356	8	2	24
478	80	0	4	4
585	240	0	3	5
299	59	9	2	26
870	459	0	2	1
291	984	0	6	0
731	1648	0	6	0
272	16	5	2	24
307	343	8	1	2
484	790	10	2	23
962	245	0	6	0
66	1324	0	2	4
478	632	5	2	1
5	228	0	6	0
780	150	0	6	0
519	368	0	4	0
510	166	8	2	26
81	464	8	2	1
202	133	10	2	12
248	407	0	6	0
470	1735	0	6	0
938	1583	0	6	0
538	435	0	6	0
16	60	0	6	0
943	1663	8	2	52
293	93	10	2	50
859	327	0	4	0
926	249	0	6	0
517	264	9	2	1
890	157	3	6	26
34	100	9	2	13
860	1049	6	2	1
957	517	8	2	2
345	61	0	6	0
642	32	8	2	1
998	47	8	2	1
362	1453	9	2	24
577	1369	7	2	1
719	72	0	2	12
617	387	0	6	0
781	788	4	2	2
835	1985	9	2	74
689	850	10	2	13
324	52	0	3	3
178	998	8	2	26
131	456	0	1	0
820	578	9	2	1
967	225	0	2	64
85	1690	9	2	24
386	930	0	1	8
202	196	10	2	12
602	481	0	3	1
352	67	7	2	24
500	740	0	6	0
829	199	0	6	0
368	66	8	2	26
519	1727	0	3	0
798	1132	8	2	50
650	539	3	2	6
12	1988	0	6	0
911	226	7	2	13
314	824	8	2	6
674	891	8	2	1
123	889	10	2	12
744	1689	9	2	3
225	269	0	1	310
851	537	2	2	1
350	1119	6	2	1
953	1383	5	2	6
697	690	0	6	0
652	101	0	1	0
728	567	0	6	0
290	248	0	6	0
965	121	8	3	25
925	202	0	1	1
664	461	6	2	1
781	841	6	2	16
517	1434	0	6	0
1000	357	0	6	0
576	466	0	2	1
326	155	0	6	0
6	415	0	6	0
916	1519	0	6	0
786	515	5	2	1
910	1029	8	2	1
274	437	0	6	0
603	1816	6	2	78
538	1824	0	6	0
988	934	0	4	3
148	1470	0	1	1
420	585	0	2	1
240	300	0	6	0
524	1047	6	2	1
240	1311	0	6	0
240	417	0	6	0
680	523	10	2	1
156	476	5	2	12
590	585	8	2	1
650	1564	1	2	192
121	1468	6	2	1
29	22	0	3	1
248	1040	0	6	0
713	335	8	3	20
128	406	7	2	13
713	1195	10	2	13
437	687	10	2	52
442	144	8	2	13
1000	26	0	6	0
890	801	8	2	26
612	269	0	4	71
998	400	0	6	0
894	759	9	2	1
308	1033	0	6	0
46	1559	7	2	50
510	875	8	2	1
469	133	4	2	12
577	1532	8	2	13
378	325	0	6	0
626	1589	7	1	0
938	1986	0	6	0
227	73	0	3	0
573	466	4	2	1
184	1726	9	2	12
367	1017	0	6	0
545	71	8	2	24
426	1606	7	2	52
864	185	0	6	0
781	263	9	2	75
147	226	0	6	0
51	270	0	1	0
798	59	8	2	26
713	121	10	2	51
992	1487	0	6	0
853	1418	8	2	1
527	527	0	6	0
164	79	8	2	24
721	442	7	2	1
293	1555	6	2	25
211	199	10	2	1
835	54	0	2	1
171	248	8	2	12
496	759	7	2	1
925	385	0	1	0
21	189	9	2	24
198	1142	8	2	12
734	906	0	2	1
25	1575	0	6	0
388	813	9	2	291
438	379	0	6	0
17	237	0	2	50
248	1887	0	1	0
860	565	0	6	0
339	1535	9	2	37
999	47	7	2	1
865	1457	0	6	0
925	6	0	2	26
154	370	6	2	13
925	1536	0	2	26
324	1443	0	6	0
949	74	6	1	23
538	1761	0	6	0
792	16	0	6	0
562	27	9	2	24
235	43	0	6	0
4	656	8	2	2
368	936	5	2	1
632	67	0	6	0
342	20	0	2	220
83	30	9	2	26
479	240	8	2	12
938	86	7	2	47
768	853	10	2	26
4	1575	10	2	25
566	1722	7	2	26
972	431	10	2	1
274	514	0	6	0
409	393	8	2	1
468	123	0	6	0
915	63	0	4	0
759	1087	0	6	0
426	134	0	6	0
522	30	7	6	15
395	1133	6	2	26
426	1059	0	2	2
998	486	0	6	0
172	462	4	2	1
60	97	0	6	0
248	1453	8	2	96
927	534	0	6	0
303	1808	0	6	0
389	63	4	2	12
308	269	0	6	0
694	143	0	6	0
60	860	0	2	12
10	228	0	2	26
296	1686	5	2	1
936	1614	0	1	0
184	1827	10	2	26
731	1722	0	6	0
467	348	0	6	0
478	56	5	2	13
371	1153	7	2	6
938	957	0	6	0
731	934	0	6	0
887	635	0	6	0
517	578	10	2	1
675	790	9	2	23
329	1013	0	6	0
730	469	7	2	24
400	236	0	2	26
519	872	0	6	0
772	1498	0	6	0
797	150	9	2	50
459	22	0	3	62
564	1254	0	6	0
792	569	0	6	0
748	1358	0	2	1
493	872	0	6	0
436	1065	0	6	0
935	225	6	2	64
784	1744	0	6	0
853	678	7	2	26
290	943	0	6	0
426	935	8	3	1
359	918	0	6	0
797	101	0	6	0
529	157	0	6	0
440	270	8	2	13
760	1727	7	2	12
915	369	0	2	12
841	32	10	2	1
375	1222	0	2	26
721	48	8	2	26
730	1015	9	2	1
925	355	0	2	24
466	390	7	2	26
768	173	8	2	25
599	431	10	2	1
632	240	7	2	12
346	352	6	2	50
863	21	10	1	0
902	740	0	2	43
965	30	9	2	26
248	1384	0	6	0
982	20	0	1	100
336	1122	6	2	1
147	1120	9	2	1
791	1535	10	2	37
164	294	0	6	0
756	431	9	2	1
85	57	0	6	0
836	734	5	2	1
442	50	8	2	24
529	667	0	6	0
440	133	8	2	12
378	226	7	2	13
565	431	7	2	1
685	73	8	2	13
650	457	5	2	26
37	853	8	2	26
869	1137	0	6	0
16	64	0	6	0
721	995	8	2	13
241	268	0	6	0
694	128	6	2	6
742	174	7	2	24
696	98	5	2	26
262	969	6	2	26
205	644	0	6	0
674	297	7	2	12
894	1941	0	4	0
33	1195	6	2	13
719	1237	6	2	1
47	121	9	2	51
851	263	4	2	75
240	100	0	6	0
267	943	0	3	0
887	1292	6	2	5
985	713	8	2	1
849	68	0	6	0
193	47	0	6	0
255	24	0	2	26
235	150	0	1	5
902	114	9	2	26
280	427	0	2	51
426	857	0	6	0
407	570	0	2	1
89	323	10	2	13
413	1034	0	6	0
174	20	5	4	0
811	986	10	2	1
713	376	10	2	1
21	228	9	2	26
714	209	0	3	9
326	431	0	6	0
724	227	9	2	6
459	227	9	2	6
584	228	9	2	26
848	339	4	2	13
906	523	10	2	1
534	147	7	2	14
181	1535	8	2	37
423	1894	7	2	1
442	1482	9	2	103
890	1341	7	2	1
289	57	4	4	3
685	177	8	2	26
121	433	8	2	1
2	1388	0	6	0
83	187	9	2	1
736	1887	0	6	0
585	73	9	2	13
432	198	8	2	24
497	121	0	2	51
457	355	0	6	0
459	1015	0	6	0
853	1867	8	2	2
162	550	9	2	27
776	934	8	2	26
1000	941	0	6	0
578	721	8	2	38
921	801	10	1	15
714	1519	0	4	0
538	1019	0	6	0
201	813	9	2	291
380	690	0	2	26
519	1250	0	2	26
858	1575	8	1	20
94	1682	5	2	4
890	1455	7	2	2
567	1689	8	2	3
293	223	9	2	153
350	1118	7	2	1
275	1686	5	2	1
198	1042	7	2	1
128	245	9	2	43
481	164	8	2	1
459	1940	0	2	1
648	1571	6	2	25
851	936	4	2	1
562	513	7	2	1
957	237	8	2	50
386	323	7	2	13
847	934	0	3	11
533	61	0	6	0
328	356	7	4	7
785	123	6	2	52
617	1763	0	6	0
859	272	0	2	26
372	813	9	2	291
780	837	0	6	0
685	20	9	2	220
285	440	0	6	0
842	666	10	2	6
598	1401	5	2	6
53	418	8	2	1
611	1535	7	2	37
5	578	0	6	0
52	1841	7	2	4
442	276	0	6	0
954	355	0	6	0
577	789	8	2	6
1000	1351	0	6	0
354	79	6	2	24
117	121	7	4	3
478	73	7	2	13
119	21	0	4	72
607	21	10	3	899
687	849	10	2	14
681	481	6	2	224
387	164	8	2	1
542	61	6	2	26
389	202	8	2	26
446	849	10	2	14
367	1837	0	2	12
890	1897	0	6	0
551	853	7	2	26
172	392	0	1	32
836	1037	0	4	1
378	1240	0	2	1
198	1639	3	2	1
293	936	0	2	1
792	773	0	6	0
21	1594	10	2	26
686	45	0	2	94
783	355	6	2	21
319	101	6	2	13
933	1363	5	2	1
414	584	0	6	0
956	1	9	2	26
17	1482	9	2	103
971	30	10	2	26
389	15	0	6	0
467	873	0	2	26
290	488	7	2	12
888	1689	0	2	3
607	1818	7	2	26
272	226	7	2	13
819	1536	0	6	0
739	1810	0	2	12
757	1639	4	4	1
739	356	0	2	24
678	1575	10	2	25
316	32	10	2	1
390	530	0	6	0
214	152	6	2	24
917	1696	7	2	6
798	1722	7	1	20
275	790	0	6	0
564	1210	0	6	0
798	849	8	2	14
740	50	0	6	0
521	1594	0	1	0
237	1122	6	2	1
901	548	0	6	0
386	123	0	6	0
519	76	0	1	0
314	642	8	2	1
943	523	0	6	0
932	226	0	1	1
94	534	0	6	0
694	1802	0	6	0
57	1311	0	6	0
849	897	5	2	1
636	451	5	2	1
226	226	0	6	0
902	1703	0	2	13
455	1171	0	6	0
668	1686	8	2	1
265	405	0	6	0
444	180	0	4	2
439	985	8	2	1
445	985	8	2	1
864	383	6	2	24
792	249	0	6	0
57	1535	10	2	37
147	889	0	6	0
730	573	8	2	25
174	1562	0	6	0
646	263	9	2	75
794	387	10	2	13
122	1575	0	6	0
786	1016	6	2	2
266	1535	6	2	37
878	696	0	3	1
121	566	0	6	0
389	79	4	2	24
877	1222	0	3	7
823	19	0	6	0
518	149	10	2	12
673	194	0	6	0
524	1797	7	2	1
235	16	0	6	0
764	25	0	3	3
689	146	7	2	12
889	530	7	3	13
489	1210	9	2	24
21	497	9	2	13
481	159	5	4	9
184	1335	5	2	26
699	5	8	2	1
90	329	0	6	0
146	1818	0	6	0
739	232	0	2	70
153	963	0	2	1
113	853	0	3	8
741	585	8	2	1
781	851	10	2	10
15	21	0	1	965
202	24	0	6	0
957	150	9	2	50
985	1696	7	2	6
865	338	0	6	0
615	1117	0	2	1
444	322	8	2	12
38	20	4	2	220
245	514	7	2	3
47	967	0	6	0
11	21	10	1	756
787	1788	8	2	2
680	790	0	6	0
711	68	8	2	23
445	199	9	2	1
730	1735	7	2	500
436	413	0	6	0
697	601	4	2	1
739	486	0	6	0
865	1462	0	6	0
801	1506	6	2	1
284	746	4	2	2
927	343	0	6	0
519	721	0	6	0
459	339	0	6	0
714	1783	0	2	2
232	1575	9	2	25
274	48	0	6	0
371	432	6	2	6
917	50	0	6	0
998	910	0	4	0
936	1532	4	2	13
912	918	0	6	0
936	8	7	2	52
56	1205	8	2	6
205	466	0	6	0
851	1535	9	2	37
174	1285	3	2	1
398	160	0	2	13
247	464	5	2	1
530	1506	8	2	1
259	205	0	6	0
538	90	0	2	49
637	897	0	2	1
891	918	0	6	0
202	145	0	6	0
240	67	0	6	0
925	93	6	2	50
480	527	6	2	123
884	323	0	1	0
600	21	10	1	0
848	384	6	2	13
853	1426	7	2	50
785	1953	8	2	9
346	1374	9	2	26
723	1686	0	2	1
2	1604	9	2	203
915	1182	0	6	0
758	63	8	2	12
564	986	7	2	1
350	44	0	6	0
277	1575	0	1	2
643	743	4	2	1
332	1827	0	4	2
989	430	6	2	1
272	355	3	2	24
439	1530	9	2	24
998	468	0	6	1
123	853	8	2	26
836	1107	5	2	1
437	157	9	2	26
371	834	6	2	1
365	974	7	2	1
174	384	0	6	0
124	897	6	2	1
860	1302	0	6	0
936	60	9	2	24
917	185	5	2	26
298	512	0	2	1
479	849	8	2	14
724	272	0	6	0
915	467	0	2	26
731	867	0	6	0
268	1505	9	2	1
374	1121	6	2	1
333	241	8	2	11
407	578	8	2	1
915	490	0	2	26
930	849	8	2	14
426	1347	0	6	1
760	356	5	2	24
219	228	10	2	26
781	177	8	2	26
208	601	7	2	1
586	467	0	6	0
714	770	0	6	0
722	158	0	6	0
371	895	6	2	1
890	1504	5	2	1
437	122	9	2	52
519	120	6	2	26
350	137	9	2	8
985	1887	10	2	24
711	424	0	6	0
6	167	0	6	0
819	161	0	6	0
47	249	8	3	0
694	617	10	2	1
90	256	6	2	1
402	1034	0	6	0
746	232	0	6	0
469	522	0	6	0
912	1726	7	2	12
616	198	8	2	24
374	528	9	2	1
275	1695	0	4	1
467	1722	0	6	0
469	431	9	2	1
614	195	0	2	0
578	1278	6	2	1
724	1571	0	6	0
62	47	7	2	1
792	353	0	6	0
123	1813	0	6	0
291	1222	0	6	0
532	6	0	2	26
967	1874	0	2	4
643	392	0	6	7
675	501	7	2	26
484	268	10	2	6
445	411	5	2	26
740	49	0	6	0
495	1195	0	6	0
731	1930	0	6	0
901	584	0	6	0
222	1055	0	6	0
864	1233	0	6	0
841	457	0	6	0
352	915	9	2	26
135	21	0	6	0
457	1579	8	2	25
444	1559	0	3	24
722	228	7	2	26
133	1642	8	2	51
807	935	0	2	24
632	339	0	6	0
324	236	0	2	26
205	195	5	4	1
728	1535	7	2	37
724	387	0	6	0
225	107	6	2	13
134	1535	9	2	37
519	55	0	6	0
310	1913	0	6	0
982	1535	10	2	37
145	44	8	2	4
601	357	8	2	4
859	1722	0	6	0
870	936	0	2	1
352	417	6	2	26
920	934	8	2	26
459	282	8	2	50
477	30	0	6	0
962	1527	8	2	1
257	350	7	2	51
201	20	10	2	220
297	790	0	3	0
275	357	9	2	8
274	345	0	6	0
836	139	7	2	14
445	1564	8	2	192
870	257	0	6	0
538	92	0	6	0
577	1692	6	2	2
174	1	9	2	26
188	32	9	2	1
395	7	8	2	26
268	235	10	1	813
50	21	10	1	825
205	446	0	6	0
185	318	7	1	2
314	337	7	2	24
313	330	10	2	13
519	154	0	6	0
792	311	0	6	0
394	226	8	2	13
832	1689	7	2	3
466	189	10	2	24
657	904	6	2	1
277	269	5	4	2
859	237	8	2	50
714	667	10	2	12
324	371	7	2	1
998	279	0	6	0
610	1535	8	2	37
730	21	0	1	18
936	1817	7	2	1
917	618	6	2	13
378	223	0	1	0
716	530	8	2	46
298	143	7	2	12
45	1535	9	2	37
240	245	0	6	0
481	1008	8	2	2
724	264	10	2	1
794	53	0	6	0
992	731	9	2	1
467	1682	0	6	0
985	916	0	6	0
819	741	7	2	1
734	1525	0	2	1
859	182	0	4	2
153	370	0	2	13
579	47	8	2	1
192	1564	6	2	192
943	1668	8	2	52
450	73	7	2	13
669	433	8	2	1
562	1604	9	1	11
694	510	0	2	13
371	237	8	2	50
36	585	0	6	0
853	876	9	2	29
145	198	8	2	24
849	578	8	2	1
156	19	10	2	74
649	1257	0	6	0
849	1943	9	2	1
479	71	9	2	24
37	1157	10	2	25
945	47	7	2	1
518	507	7	2	2
690	1735	6	2	500
601	147	2	2	14
577	1119	0	2	1
791	957	0	6	0
681	223	9	2	153
314	241	9	2	11
198	53	6	2	24
468	71	6	2	24
794	1050	0	6	0
371	1398	6	2	4
194	228	0	6	0
195	1240	7	2	1
672	790	3	4	5
617	1633	0	6	0
973	1143	0	6	0
705	101	6	2	13
240	361	0	6	0
957	208	8	2	3
426	522	0	6	0
496	126	0	6	0
531	1575	10	1	16
917	329	0	6	0
890	268	6	2	6
602	18	6	2	24
153	25	0	2	24
873	1122	0	2	1
157	543	7	2	1
995	838	0	6	0
890	1989	5	2	1
603	790	7	2	23
400	1536	0	2	26
17	1887	10	2	24
55	133	0	1	0
564	901	8	2	1
639	777	10	2	10
728	134	7	2	13
578	1575	10	2	25
927	1564	0	4	4
121	551	0	6	0
997	330	9	2	13
229	258	8	2	4
485	489	9	2	12
688	836	0	6	0
293	1365	0	2	1
172	892	5	2	1
681	1	10	2	26
988	232	0	6	0
219	121	0	3	3
611	59	0	2	26
326	594	7	2	1
469	7	0	4	4
673	853	9	2	26
792	1021	0	6	0
240	394	0	6	0
307	196	10	2	12
724	1817	7	2	1
781	1735	7	2	500
817	61	0	2	26
915	390	0	6	0
401	164	10	2	1
612	136	10	2	62
387	731	6	2	1
603	71	8	2	24
336	392	7	2	112
198	849	6	2	14
529	800	0	6	0
237	143	0	4	3
649	1122	0	2	1
866	173	0	6	0
859	252	0	2	26
224	1017	0	6	0
33	109	8	2	24
524	32	10	2	1
636	645	5	2	1
263	227	0	2	6
601	534	8	2	26
610	269	8	2	366
853	82	7	2	6
17	71	5	2	24
734	30	0	6	0
409	207	8	2	13
583	877	0	1	0
468	1691	9	2	24
730	1281	0	6	0
174	1341	3	2	1
519	107	0	6	0
937	834	6	2	1
532	245	0	6	0
524	1981	6	2	2
366	202	0	6	0
974	918	10	2	201
265	857	0	6	0
673	132	7	2	49
985	962	0	6	0
150	431	10	2	1
713	990	10	3	10
431	1887	8	2	24
792	1901	0	6	0
978	1535	0	1	0
915	1047	0	2	1
944	53	6	2	24
193	153	0	4	0
731	1311	6	2	1
496	824	3	2	6
728	32	9	2	1
890	1361	3	2	1
81	1535	0	3	3
255	1575	0	2	25
781	543	7	2	1
989	1619	0	2	1
925	886	0	2	12
890	1985	10	2	74
444	126	0	6	0
156	98	0	6	0
43	136	0	6	0
198	853	9	2	26
240	1668	0	6	0
948	58	8	2	26
877	512	8	2	1
348	442	0	6	0
139	19	0	6	0
522	1731	7	2	4
201	223	0	3	57
131	270	8	2	13
467	184	0	6	0
885	523	10	2	1
802	223	8	2	153
753	442	5	2	1
235	770	0	1	0
12	910	0	6	0
938	383	0	6	0
291	893	0	6	0
409	769	6	3	2
493	252	0	6	0
240	62	0	6	0
711	184	0	6	0
719	71	9	2	24
147	1699	10	2	24
853	1582	9	2	2
414	205	0	6	0
367	1484	0	2	2
121	442	6	2	1
998	323	8	3	1
195	120	9	2	26
917	1455	0	6	0
217	121	6	2	51
625	43	10	2	1
836	430	7	2	1
672	145	0	4	1
0	481	10	1	79
889	1575	8	2	25
146	834	6	2	1
360	317	7	2	1
998	101	6	2	12
438	1943	0	2	1
50	877	7	2	47
992	554	8	2	24
714	1568	0	6	0
779	239	9	2	24
153	129	0	4	1
153	346	0	1	0
78	521	9	2	52
378	713	0	2	1
94	431	0	6	0
937	552	6	2	54
932	248	0	1	5
6	874	6	2	51
265	1483	0	6	0
694	1249	0	6	0
890	693	8	2	12
316	320	9	2	2
172	908	0	1	0
19	1441	0	6	0
214	481	0	4	55
346	57	10	2	26
362	210	8	2	161
326	26	7	2	22
569	1535	9	1	26
616	31	5	2	1
431	79	8	2	24
636	390	4	2	26
713	940	10	2	26
298	73	0	2	13
739	120	5	2	26
38	1735	8	2	500
998	357	7	2	4
985	531	8	2	1
286	1956	0	6	0
216	57	0	6	0
34	1961	0	6	0
650	194	4	2	5
965	226	9	2	13
55	1698	0	1	0
71	1238	0	2	1
94	1690	0	6	0
575	1726	10	2	12
459	155	7	2	1
290	1852	0	4	4
815	269	0	4	64
804	537	0	6	0
824	205	8	2	26
631	550	7	2	27
731	490	0	6	0
280	1938	0	2	2
363	155	7	2	1
147	721	10	2	38
927	16	0	6	0
407	789	0	6	0
542	232	8	2	70
957	1689	10	2	3
890	1668	5	2	52
174	1210	9	2	24
792	967	0	6	0
781	63	5	2	12
715	1688	0	6	0
577	1979	6	2	1
841	934	9	2	26
869	903	0	6	0
721	724	7	2	2
232	777	8	2	10
728	101	0	6	0
846	710	9	2	9
181	263	9	2	75
890	176	3	2	4
938	100	0	6	0
265	1699	0	6	0
964	114	0	6	0
853	264	10	2	1
382	1535	0	2	37
56	565	0	6	0
974	1735	0	4	9
866	437	0	6	0
37	1535	9	2	37
598	1122	8	2	1
98	120	0	6	0
529	227	0	6	0
724	465	7	2	1
608	31	0	6	0
965	1686	8	2	1
12	411	0	1	0
208	1	7	1	16
185	934	9	2	26
995	759	8	2	1
223	813	0	2	291
721	877	9	2	47
65	269	0	6	0
33	1045	0	6	0
785	270	6	2	13
856	867	7	2	1
921	169	4	2	12
391	1604	9	2	203
60	1636	0	6	0
693	1535	10	2	37
320	1698	10	2	23
272	245	8	2	43
593	777	0	6	0
147	1030	8	2	1
876	139	8	2	14
90	877	0	6	0
229	226	9	2	13
945	464	0	2	1
925	1726	0	2	12
652	957	0	1	0
172	987	0	2	1
131	20	7	2	220
274	1367	7	2	1
937	227	8	2	6
478	176	5	2	4
430	1	0	6	0
310	477	8	2	13
36	1462	0	6	0
653	1689	0	6	0
722	578	3	2	1
998	462	7	2	1
576	243	6	2	13
538	1747	0	6	0
853	96	7	2	49
192	756	5	2	1
60	823	0	6	0
853	1265	5	2	2
389	1292	8	2	5
754	223	0	2	153
948	437	0	6	0
205	280	0	6	0
732	189	0	4	12
694	240	9	2	12
342	856	0	2	26
